time,tg,rr
2020-01-01,-4.188,2.38
2020-01-02,-1.293,6.28
2020-01-03,0.08,39.44
2020-01-04,-7.849,75.68
2020-01-05,-7.822,17.61
2020-01-06,-1.315,40.95
2020-01-07,0.141,16.33
2020-01-08,-1.313,72.85
2020-01-09,-4.423,41.55
2020-01-10,-7.674,0.0
2020-01-11,-9.112,2.83
2020-01-12,-2.623,96.7
2020-01-13,-5.289,59.27
2020-01-14,-4.125,9.01
2020-01-15,-3.978,24.55
2020-01-16,-3.387,11.67
2020-01-17,-2.46,14.77
2020-01-18,-1.441,15.65
2020-01-19,-3.683,1.81
2020-01-20,-4.389,8.87
2020-01-21,0.458,41.23
2020-01-22,-4.434,13.48
2020-01-23,-5.878,2.28
2020-01-24,-1.479,16.94
2020-01-25,-4.849,3.13
2020-01-26,-2.1,0.31
2020-01-27,-1.794,1.27
2020-01-28,-3.556,5.73
2020-01-29,-7.275,0.0
2020-01-30,-6.353,4.36
2020-01-31,-7.211,0.95
2020-02-01,-4.097,36.6
2020-02-02,-3.829,28.58
2020-02-03,-6.725,0.72
2020-02-04,-10.002,0.22
2020-02-05,-8.61,8.98
2020-02-06,-2.94,2.9
2020-02-07,-1.133,0.09
2020-02-08,-1.564,0.0
2020-02-09,-1.733,11.58
2020-02-10,-2.464,74.59
2020-02-11,-4.726,11.03
2020-02-12,-6.072,35.94
2020-02-13,-6.977,3.03
2020-02-14,-9.146,0.0
2020-02-15,-7.258,32.06
2020-02-16,-3.361,44.17
2020-02-17,-3.535,51.84
2020-02-18,-2.955,70.95
2020-02-19,-4.188,35.06
2020-02-20,-5.457,1.62
2020-02-21,-4.172,39.92
2020-02-22,-3.577,57.91
2020-02-23,-5.35,42.4
2020-02-24,-7.071,3.17
2020-02-25,-9.5,0.11
2020-02-26,-11.824,0.0
2020-02-27,-12.74,0.0
2020-02-28,-11.903,14.41
2020-02-29,-9.839,20.39
2020-03-01,-9.615,12.01
2020-03-02,-7.531,5.02
2020-03-03,-5.086,13.59
2020-03-04,-5.688,5.99
2020-03-05,-7.578,0.06
2020-03-06,-8.087,0.0
2020-03-07,-7.553,0.0
2020-03-08,-5.917,38.35
2020-03-09,-0.668,22.84
2020-03-10,-3.143,3.09
2020-03-11,-4.037,21.47
2020-03-12,-4.194,40.27
2020-03-13,-6.039,2.65
2020-03-14,-11.44,0.12
2020-03-15,-9.491,16.22
2020-03-16,-3.711,52.62
2020-03-17,-5.536,9.88
2020-03-18,-3.795,74.7
2020-03-19,-5.27,12.74
2020-03-20,-6.153,9.25
2020-03-21,-8.779,0.04
2020-03-22,-9.612,0.0
2020-03-23,-5.76,1.74
2020-03-24,-2.337,7.83
2020-03-25,0.715,25.82
2020-03-26,-0.86,37.97
2020-03-27,-3.052,0.01
2020-03-28,-4.213,0.02
2020-03-29,-9.452,0.06
2020-03-30,-6.868,3.16
2020-03-31,-6.082,4.07
2020-04-01,-2.848,0.63
2020-04-02,-3.59,19.94
2020-04-03,-7.67,33.16
2020-04-04,-9.078,2.48
2020-04-05,-7.789,4.11
2020-04-06,-2.227,3.01
2020-04-07,1.177,1.58
2020-04-08,-1.152,2.07
2020-04-09,-2.997,4.14
2020-04-10,-6.204,0.38
2020-04-11,-5.253,1.08
2020-04-12,-1.207,15.68
2020-04-13,-5.99,25.97
2020-04-14,-7.063,6.32
2020-04-15,-1.853,16.21
2020-04-16,-2.067,41.72
2020-04-17,-5.612,0.8
2020-04-18,-5.103,0.66
2020-04-19,-3.381,0.0
2020-04-20,1.039,0.16
2020-04-21,1.845,0.0
2020-04-22,2.692,0.15
2020-04-23,2.157,0.0
2020-04-24,0.552,1.26
2020-04-25,-2.267,0.0
2020-04-26,-1.826,0.0
2020-04-27,-1.545,0.27
2020-04-28,-2.531,0.0
2020-04-29,-2.895,0.0
2020-04-30,-3.084,0.05
2020-05-01,-3.04,0.44
2020-05-02,-2.975,8.41
2020-05-03,-2.067,3.93
2020-05-04,-3.728,0.71
2020-05-05,-4.88,0.0
2020-05-06,-3.264,1.41
2020-05-07,-1.863,1.3
2020-05-08,-1.789,0.02
2020-05-09,-2.277,1.1
