time,tg,rr
2020-06-21,9.691,16.95
2020-06-22,6.51,8.57
2020-06-23,5.85,0.07
2020-06-24,8.0,0.0
2020-06-25,11.08,0.0
2020-06-26,12.42,0.0
2020-06-27,12.49,0.0
2020-06-28,11.442,8.14
2020-06-29,8.139,8.34
2020-06-30,5.76,0.44
2020-07-01,5.044,0.35
2020-07-02,3.98,0.0
2020-07-03,1.379,0.23
2020-07-04,0.56,5.24
2020-07-05,5.001,4.38
2020-07-06,4.82,11.65
2020-07-07,2.45,2.64
2020-07-08,1.22,0.96
2020-07-09,2.129,0.09
2020-07-10,3.51,0.0
2020-07-11,4.95,4.69
2020-07-12,2.71,2.28
2020-07-13,3.63,0.0
2020-07-14,5.86,0.71
2020-07-15,6.91,10.53
2020-07-16,7.63,0.37
2020-07-17,9.49,0.0
2020-07-18,8.35,1.57
2020-07-19,8.46,5.28
2020-07-20,6.109,0.64
2020-07-21,3.94,0.15
2020-07-22,3.03,0.54
2020-07-23,2.869,0.23
2020-07-24,5.27,0.0
2020-07-25,7.339,0.0
2020-07-26,9.191,9.43
2020-07-27,8.75,20.27
2020-07-28,7.88,9.34
2020-07-29,7.6,7.03
2020-07-30,6.71,0.83
2020-07-31,7.0,2.34
2020-08-01,11.74,0.0
2020-08-02,12.31,0.99
2020-08-03,7.71,7.91
2020-08-04,4.34,1.72
2020-08-05,5.35,4.74
2020-08-06,8.802,4.41
2020-08-07,12.12,0.0
2020-08-08,11.77,0.0
2020-08-09,11.088,0.0
2020-08-10,10.8,0.0
2020-08-11,11.64,0.0
2020-08-12,13.02,0.0
2020-08-13,14.76,0.0
2020-08-14,13.529,0.0
2020-08-15,12.679,0.0
2020-08-16,13.7,0.0
2020-08-17,15.02,0.01
2020-08-18,14.18,0.0
2020-08-19,12.909,0.18
2020-08-20,11.309,5.3
2020-08-21,11.551,1.0
2020-08-22,11.22,10.9
2020-08-23,8.84,4.18
2020-08-24,3.64,3.03
2020-08-25,1.511,0.62
2020-08-26,1.98,1.46
2020-08-27,6.159,0.0
2020-08-28,6.15,2.76
2020-08-29,5.67,1.31
2020-08-30,5.949,4.66
2020-08-31,4.57,0.0
2020-09-01,5.63,0.0
2020-09-02,6.33,0.0
2020-09-03,7.12,0.0
2020-09-04,5.36,7.73
2020-09-05,4.58,1.25
2020-09-06,2.44,4.91
2020-09-07,2.64,1.39
2020-09-08,3.991,1.25
2020-09-09,4.48,7.77
2020-09-10,2.17,6.37
2020-09-11,0.05,0.0
2020-09-12,3.191,6.66
2020-09-13,1.44,19.09
2020-09-14,3.77,0.74
2020-09-15,8.54,2.36
2020-09-16,8.12,4.68
2020-09-17,3.379,0.67
2020-09-18,3.971,0.09
2020-09-19,4.799,0.74
2020-09-20,5.59,0.0
2020-09-21,5.71,0.09
2020-09-22,5.609,0.0
2020-09-23,6.371,0.0
2020-09-24,5.96,9.05
2020-09-25,4.24,15.34
2020-09-26,1.75,2.79
2020-09-27,1.62,0.01
2020-09-28,4.81,0.0
2020-09-29,7.07,0.0
2020-09-30,6.41,3.73
2020-10-01,6.19,2.9
2020-10-02,4.479,0.74
2020-10-03,4.55,2.53
2020-10-04,4.73,2.71
2020-10-05,5.899,20.23
2020-10-06,4.49,0.03
2020-10-07,3.97,0.61
2020-10-08,4.15,2.53
2020-10-09,2.34,11.78
2020-10-10,-0.41,0.9
2020-10-11,-0.101,2.33
2020-10-12,0.239,0.0
2020-10-13,-1.22,0.0
2020-10-14,-1.441,0.0
2020-10-15,-1.81,0.05
2020-10-16,2.009,0.01
2020-10-17,1.409,0.0
2020-10-18,-1.96,0.02
2020-10-19,-4.18,0.0
2020-10-20,-3.989,10.63
2020-10-21,-2.62,24.17
2020-10-22,1.46,4.49
2020-10-23,0.96,1.51
2020-10-24,-2.29,1.79
2020-10-25,-0.12,26.43
2020-10-26,0.38,1.02
2020-10-27,-0.11,0.58
2020-10-28,-0.21,1.67
2020-10-29,-0.48,2.76
2020-10-30,-1.58,0.0
2020-10-31,-0.82,4.49
2020-11-01,-0.55,3.47
2020-11-02,0.89,24.99
2020-11-03,0.34,5.71
2020-11-04,-1.79,1.09
2020-11-05,-1.919,1.73
2020-11-06,2.76,16.8
2020-11-07,1.539,0.11
2020-11-08,0.43,0.52
2020-11-09,-0.461,0.0
2020-11-10,0.7,0.0
2020-11-11,-0.03,0.0
2020-11-12,0.44,0.19
2020-11-13,-0.52,0.06
2020-11-14,-1.131,4.53
2020-11-15,-0.99,5.29
2020-11-16,2.13,9.83
2020-11-17,-0.09,4.5
2020-11-18,1.29,13.51
2020-11-19,2.63,22.99
2020-11-20,-6.71,9.49
2020-11-21,-6.68,21.14
2020-11-22,-2.49,37.23
2020-11-23,-3.4,21.0
2020-11-24,-3.0,5.81
2020-11-25,-0.079,6.43
2020-11-26,-1.3,6.57
2020-11-27,-6.851,0.18
2020-11-28,-10.612,0.02
2020-11-29,-8.359,0.03
2020-11-30,-4.0,0.0
2020-12-01,-2.599,1.93
2020-12-02,-8.72,0.0
2020-12-03,-4.598,3.06
2020-12-04,-5.73,3.75
2020-12-05,-6.81,0.0
2020-12-06,-5.84,3.01
2020-12-07,-4.95,3.55
2020-12-08,-2.451,1.64
2020-12-09,-3.93,4.06
2020-12-10,-4.66,0.17
2020-12-11,-5.04,1.61
2020-12-12,-6.12,0.0
2020-12-13,-6.22,0.01
2020-12-14,-4.79,0.0
2020-12-15,-4.29,3.77
2020-12-16,-2.821,1.47
2020-12-17,-2.69,0.1
2020-12-18,-2.171,2.54
2020-12-19,-1.199,1.07
2020-12-20,1.23,5.47
2020-12-21,-1.94,0.1
2020-12-22,-3.24,2.32
2020-12-23,-3.02,11.05
2020-12-24,-4.951,3.22
2020-12-25,-9.67,0.0
2020-12-26,-10.03,1.59
2020-12-27,-4.55,0.98
2020-12-28,-3.57,4.94
2020-12-29,-5.8,1.93
2020-12-30,-5.13,0.1
2020-12-31,-5.32,1.24
