time,tg,rr
2023-01-01,-4.687,16.889
2023-01-02,-7.504,0.3108
2023-01-03,-4.31,2.9197
2023-01-04,-3.674,5.0491
2023-01-05,-6.337,5.7527
2023-01-06,-6.566,8.2509
2023-01-07,-4.029,17.8651
2023-01-08,0.744,15.5863
2023-01-09,0.039,10.1713
2023-01-10,-1.223,12.1198
2023-01-11,-1.012,18.5675
2023-01-12,-0.74,10.8041
2023-01-13,-1.906,4.7783
2023-01-14,-2.526,2.1263
2023-01-15,-4.404,7.9347
2023-01-16,-4.141,1.6506
2023-01-17,-5.282,14.9934
2023-01-18,-3.797,4.6272
2023-01-19,-6.933,0.1443
2023-01-20,-9.184,0.0
2023-01-21,-11.437,0.0
2023-01-22,-10.473,0.0
2023-01-23,-10.687,0.0
2023-01-24,-2.535,2.2153
2023-01-25,1.485,4.5097
2023-01-26,-0.299,6.8991
2023-01-27,-6.238,0.0
2023-01-28,-3.56,2.4043
2023-01-29,-0.997,6.9235
2023-01-30,-0.87,34.4534
2023-01-31,-4.583,0.3646
2023-02-01,-2.783,23.0898
2023-02-02,-4.035,3.2196
2023-02-03,-6.175,37.8533
2023-02-04,-6.058,1.0928
2023-02-05,-4.979,5.3109
2023-02-06,-1.814,0.0161
2023-02-07,-1.251,0.0
2023-02-08,0.105,2.4874
2023-02-09,-0.373,9.4303
2023-02-10,-4.335,27.0664
2023-02-11,-0.641,29.5879
2023-02-12,1.517,0.0883
2023-02-13,1.383,0.0077
2023-02-14,-1.381,0.0
2023-02-15,-3.467,0.0
2023-02-16,-0.183,2.8929
2023-02-17,-0.42,13.252
2023-02-18,-1.762,28.6256
2023-02-19,-4.837,0.0011
2023-02-20,-1.011,58.0526
2023-02-21,-0.907,19.0913
2023-02-22,-1.251,0.0974
2023-02-23,-1.668,11.7787
2023-02-24,-4.096,18.9639
2023-02-25,-5.945,0.0
2023-02-26,-8.348,0.0
2023-02-27,-5.962,0.0
2023-02-28,-2.718,0.0
2023-03-01,-3.073,0.0
2023-03-02,-4.855,0.0
2023-03-03,-3.474,0.0
2023-03-04,-3.555,0.3866
2023-03-05,-8.816,0.0
2023-03-06,-11.162,0.0
2023-03-07,-12.397,0.0
2023-03-08,-13.609,0.0
2023-03-09,-10.505,7.9369
2023-03-10,-13.848,5.5851
2023-03-11,-12.28,0.3331
2023-03-12,-9.453,1.7634
2023-03-13,-6.44,12.5983
2023-03-14,-3.868,37.1445
2023-03-15,-6.361,1.6402
2023-03-16,-7.708,0.0051
2023-03-17,-3.872,26.4468
2023-03-18,0.489,16.3443
2023-03-19,0.711,1.1632
2023-03-20,0.874,6.4665
2023-03-21,-3.634,0.0
2023-03-22,-1.469,14.0851
2023-03-23,0.389,8.0518
2023-03-24,0.163,7.3473
2023-03-25,-0.605,11.9888
2023-03-26,-1.498,1.2722
2023-03-27,-7.154,1.2107
2023-03-28,-7.892,0.5838
2023-03-29,-6.032,8.1044
2023-03-30,-5.452,1.8459
2023-03-31,-4.122,14.5831
2023-04-01,-4.99,0.0
2023-04-02,-5.906,0.0
2023-04-03,-4.121,0.0
2023-04-04,-3.922,0.076
2023-04-05,-3.255,0.0
2023-04-06,-2.826,0.0104
2023-04-07,-4.373,0.6392
2023-04-08,-2.746,0.0
2023-04-09,0.878,0.0771
2023-04-10,-0.357,5.6645
2023-04-11,0.276,15.1004
2023-04-12,0.234,4.9832
2023-04-13,-0.229,0.5327
2023-04-14,0.512,12.5085
2023-04-15,0.845,1.2457
2023-04-16,0.632,17.9276
2023-04-17,1.558,0.0
2023-04-18,2.227,0.0
2023-04-19,2.886,0.0
2023-04-20,3.711,0.0
2023-04-21,3.94,0.0
2023-04-22,4.87,0.0
2023-04-23,4.522,11.7339
2023-04-24,1.651,11.3795
2023-04-25,1.207,0.5319
2023-04-26,-2.275,0.2805
2023-04-27,-3.032,3.4482
2023-04-28,-3.509,0.4038
2023-04-29,-1.388,0.9351
2023-04-30,-2.823,1.6891
2023-05-01,-1.615,20.1281
2023-05-02,-1.383,6.4756
2023-05-03,-1.204,0.5614
2023-05-04,-0.229,0.0
2023-05-05,-0.724,0.0
2023-05-06,-0.629,0.0
2023-05-07,0.049,0.0
2023-05-08,2.663,0.0014
2023-05-09,3.553,0.003
2023-05-10,3.105,25.1505
2023-05-11,4.347,0.0316
2023-05-12,5.06,0.0
2023-05-13,5.964,0.0
2023-05-14,6.215,0.0
2023-05-15,5.909,0.001
2023-05-16,4.652,0.0
2023-05-17,0.381,0.5376
2023-05-18,0.129,0.0219
2023-05-19,3.862,0.0
2023-05-20,5.707,0.0138
2023-05-21,7.761,0.0
2023-05-22,9.29,0.0
2023-05-23,7.445,14.6447
2023-05-24,3.725,0.0
2023-05-25,3.797,0.0027
2023-05-26,2.365,0.4365
2023-05-27,2.501,1.0606
2023-05-28,3.773,4.9705
2023-05-29,1.531,0.3207
2023-05-30,3.291,0.037
2023-05-31,7.542,0.0
2023-06-01,4.345,0.0922
2023-06-02,5.526,0.0
2023-06-03,6.158,0.0
2023-06-04,7.486,0.0
2023-06-05,10.04,0.0
2023-06-06,9.536,0.0
2023-06-07,9.993,0.0
2023-06-08,10.669,0.0
2023-06-09,12.139,0.0
2023-06-10,10.423,0.0
2023-06-11,11.046,0.0
2023-06-12,11.865,0.0
2023-06-13,13.688,0.0378
2023-06-14,15.33,0.0
