time,tg,rr
2023-01-01,-5.664,4.7852
2023-01-02,-14.577,2.5924
2023-01-03,-9.266,2.7834
2023-01-04,-9.611,6.8017
2023-01-05,-7.974,15.7655
2023-01-06,-8.64,7.8984
2023-01-07,-8.056,25.2667
2023-01-08,-2.296,29.918
2023-01-09,-0.531,6.8026
2023-01-10,-2.167,9.4443
2023-01-11,-2.195,19.9145
2023-01-12,-0.834,9.7024
2023-01-13,-3.116,8.7559
2023-01-14,-4.912,12.079
2023-01-15,-5.364,13.821
2023-01-16,-5.873,3.1773
2023-01-17,-8.674,18.1134
2023-01-18,-4.501,10.3305
2023-01-19,-12.954,0.0
2023-01-20,-16.681,0.0081
2023-01-21,-18.484,0.2141
2023-01-22,-17.621,0.0
2023-01-23,-14.319,0.0
2023-01-24,-1.357,0.2021
2023-01-25,2.993,0.4752
2023-01-26,0.172,0.0055
2023-01-27,-9.034,0.0
2023-01-28,-3.971,0.0
2023-01-29,-0.922,0.0036
2023-01-30,-1.274,24.5238
2023-01-31,-5.154,0.6
2023-02-01,-3.325,10.5187
2023-02-02,-6.479,0.7784
2023-02-03,-10.771,34.2271
2023-02-04,-10.389,3.4952
2023-02-05,-7.657,14.4512
2023-02-06,-1.804,0.1271
2023-02-07,-0.628,0.0
2023-02-08,0.224,0.4854
2023-02-09,-0.124,5.3458
2023-02-10,-5.737,30.4803
2023-02-11,-0.715,7.9462
2023-02-12,1.926,0.2727
2023-02-13,1.658,0.0453
2023-02-14,-3.605,0.0068
2023-02-15,-5.515,0.0
2023-02-16,0.377,0.9213
2023-02-17,-1.203,4.0305
2023-02-18,-2.523,41.4853
2023-02-19,-5.569,0.2449
2023-02-20,-1.325,25.3691
2023-02-21,-1.517,12.0308
2023-02-22,-2.089,0.7272
2023-02-23,-3.496,16.0087
2023-02-24,-5.093,4.546
2023-02-25,-5.095,0.3274
2023-02-26,-7.358,0.0
2023-02-27,-5.425,0.1977
2023-02-28,-6.73,0.0
2023-03-01,-6.437,0.0
2023-03-02,-9.784,0.0
2023-03-03,-2.513,0.0
2023-03-04,-3.283,0.2997
2023-03-05,-8.79,0.0
2023-03-06,-10.637,0.1074
2023-03-07,-17.326,0.0
2023-03-08,-18.006,0.0014
2023-03-09,-12.769,2.89
2023-03-10,-15.689,3.1943
2023-03-11,-15.158,0.4771
2023-03-12,-10.521,1.7738
2023-03-13,-8.101,10.5617
2023-03-14,-5.652,27.2017
2023-03-15,-7.53,0.4143
2023-03-16,-11.218,0.0072
2023-03-17,-6.73,34.7046
2023-03-18,0.06,11.3555
2023-03-19,-1.875,2.8408
2023-03-20,1.012,7.5718
2023-03-21,-5.405,0.0
2023-03-22,-3.189,16.9178
2023-03-23,-0.341,19.8624
2023-03-24,0.128,8.031
2023-03-25,-2.732,7.1419
2023-03-26,-3.25,7.6975
2023-03-27,-9.111,1.5272
2023-03-28,-10.023,0.0604
2023-03-29,-8.686,12.1008
2023-03-30,-6.661,1.4512
2023-03-31,-5.469,22.0187
2023-04-01,-6.845,0.032
2023-04-02,-10.306,0.0
2023-04-03,-10.184,0.0
2023-04-04,-4.67,0.0
2023-04-05,-6.712,0.2605
2023-04-06,-6.259,0.1809
2023-04-07,-5.826,1.3755
2023-04-08,-5.937,0.2607
2023-04-09,-4.036,0.0621
2023-04-10,-1.006,15.3669
2023-04-11,-0.8,10.2709
2023-04-12,-0.003,5.9078
2023-04-13,-0.054,3.0013
2023-04-14,0.5,7.5439
2023-04-15,0.281,8.2707
2023-04-16,0.437,18.5989
2023-04-17,0.0,0.0
2023-04-18,-1.716,0.0
2023-04-19,-0.109,0.0
2023-04-20,2.558,0.1251
2023-04-21,1.056,0.0
2023-04-22,0.899,0.0
2023-04-23,3.108,6.1373
2023-04-24,1.828,8.1834
2023-04-25,-0.008,1.8886
2023-04-26,-2.667,0.3291
2023-04-27,-3.298,2.7024
2023-04-28,-3.798,0.0
2023-04-29,-2.572,4.1114
2023-04-30,-2.928,1.5587
2023-05-01,-2.19,8.9106
2023-05-02,-1.751,5.3673
2023-05-03,-0.237,0.0211
2023-05-04,-0.916,0.0
2023-05-05,-1.945,0.0
2023-05-06,-1.799,0.0
2023-05-07,-1.527,0.0
2023-05-08,1.775,0.2181
2023-05-09,2.83,2.3534
2023-05-10,2.414,9.9038
2023-05-11,3.641,0.4202
2023-05-12,3.03,0.0
2023-05-13,2.736,0.0
2023-05-14,3.89,0.0
2023-05-15,5.457,0.0047
2023-05-16,4.554,0.4235
2023-05-17,1.249,0.1194
2023-05-18,0.306,0.0
2023-05-19,2.598,0.0132
2023-05-20,4.226,0.0
2023-05-21,4.898,0.0
2023-05-22,5.751,0.0
2023-05-23,6.312,9.6547
2023-05-24,4.085,0.0
2023-05-25,3.966,0.0051
2023-05-26,2.613,0.0658
2023-05-27,3.045,0.1699
2023-05-28,3.682,4.3731
2023-05-29,1.992,0.0706
2023-05-30,3.837,0.3431
2023-05-31,8.017,0.0
2023-06-01,5.236,0.0079
2023-06-02,4.135,0.0
2023-06-03,5.94,0.0
2023-06-04,6.675,0.0
2023-06-05,8.592,0.0
2023-06-06,9.25,0.0058
2023-06-07,7.482,0.0014
2023-06-08,8.988,0.0
2023-06-09,9.273,0.0
2023-06-10,8.623,0.0
2023-06-11,9.869,0.0
2023-06-12,10.463,0.0
2023-06-13,11.275,0.0
2023-06-14,12.62,0.0153
2023-06-15,12.237,1.9603
2023-06-16,12.356,2.7356
2023-06-17,12.622,9.956
2023-06-18,13.645,0.0025
2023-06-19,13.664,0.0309
2023-06-20,10.182,15.1369
2023-06-21,11.76,1.1139
2023-06-22,10.573,0.393
2023-06-23,9.322,0.0088
2023-06-24,11.299,0.0
2023-06-25,12.883,0.0
2023-06-26,15.091,0.0
2023-06-27,10.074,13.5958
2023-06-28,10.976,0.0592
2023-06-29,13.538,0.0579
2023-06-30,11.082,8.9448
2023-07-01,8.872,0.0
2023-07-02,10.341,15.5514
2023-07-03,8.178,8.3286
2023-07-04,8.25,0.0247
2023-07-05,7.787,0.0013
2023-07-06,10.22,2.2728
2023-07-07,9.328,5.1304
2023-07-08,10.9,0.0
2023-07-09,14.317,0.0
2023-07-10,16.042,0.3793
2023-07-11,10.754,10.898
2023-07-12,9.865,14.074
2023-07-13,9.326,2.2557
2023-07-14,8.347,5.5014
2023-07-15,9.577,0.0
2023-07-16,9.772,15.3347
2023-07-17,9.629,3.9315
2023-07-18,7.183,9.8523
2023-07-19,6.596,3.0074
2023-07-20,5.988,7.3998
2023-07-21,7.522,4.9045
2023-07-22,8.6,4.0253
2023-07-23,7.631,4.2612
2023-07-24,9.861,0.5604
2023-07-25,9.692,7.3172
2023-07-26,7.52,6.2903
2023-07-27,8.982,4.0178
2023-07-28,10.644,0.2116
2023-07-29,11.735,0.0
2023-07-30,12.79,2.3648
2023-07-31,9.859,0.0448
2023-08-01,10.137,2.4267
2023-08-02,11.279,8.1114
2023-08-03,11.814,0.0
2023-08-04,12.223,1.607
2023-08-05,11.19,0.1968
2023-08-06,10.121,0.0
2023-08-07,10.64,0.2233
2023-08-08,8.603,29.4259
2023-08-09,6.449,13.6481
2023-08-10,5.864,1.8337
2023-08-11,6.636,0.0064
2023-08-12,12.377,0.1839
2023-08-13,11.222,0.0
2023-08-14,11.141,1.9316
2023-08-15,10.415,17.9033
2023-08-16,8.848,43.5805
2023-08-17,11.352,0.0
2023-08-18,11.952,0.0
2023-08-19,11.62,0.0303
2023-08-20,11.464,19.868
2023-08-21,12.367,0.0011
2023-08-22,10.216,0.0
2023-08-23,10.841,0.0762
2023-08-24,8.838,0.7195
2023-08-25,10.405,4.9509
2023-08-26,8.338,5.6539
2023-08-27,9.49,8.4912
2023-08-28,7.91,4.3343
2023-08-29,8.148,0.0243
2023-08-30,8.432,0.0
2023-08-31,7.842,1.6298
2023-09-01,9.674,0.7568
2023-09-02,9.832,0.0012
2023-09-03,9.204,1.6539
2023-09-04,10.644,0.0
2023-09-05,11.782,0.0
2023-09-06,9.061,0.0
2023-09-07,10.701,0.004
2023-09-08,13.156,0.0
2023-09-09,13.648,0.004
2023-09-10,14.06,0.0013
2023-09-11,13.826,20.7411
2023-09-12,11.89,13.0757
