time,tg,rr
2023-01-01,-7.75,10.1365
2023-01-02,-15.755,0.0117
2023-01-03,-14.978,0.009
2023-01-04,-12.229,0.8295
2023-01-05,-11.353,29.7486
2023-01-06,-11.102,4.3005
2023-01-07,-9.687,14.6547
2023-01-08,-2.307,15.6969
2023-01-09,-2.088,9.802
2023-01-10,-3.991,4.3098
2023-01-11,-3.745,8.3114
2023-01-12,-3.141,4.3455
2023-01-13,-6.19,3.9762
2023-01-14,-8.258,3.6638
2023-01-15,-7.318,13.3566
2023-01-16,-7.118,1.1705
2023-01-17,-9.374,8.2427
2023-01-18,-7.079,7.4452
2023-01-19,-13.051,0.006
2023-01-20,-16.3,0.0022
2023-01-21,-17.849,0.0775
2023-01-22,-13.196,0.0
2023-01-23,-7.276,0.0
2023-01-24,-1.569,0.234
2023-01-25,1.451,4.433
2023-01-26,-2.11,1.964
2023-01-27,-9.215,0.0
2023-01-28,-6.205,0.4605
2023-01-29,-3.65,0.8997
2023-01-30,-3.395,44.1399
2023-01-31,-7.616,0.8251
2023-02-01,-5.366,11.6975
2023-02-02,-10.316,0.2195
2023-02-03,-11.216,20.6361
2023-02-04,-13.86,0.9314
2023-02-05,-8.038,7.8295
2023-02-06,-4.116,0.19
2023-02-07,-2.433,0.0073
2023-02-08,-1.627,0.5588
2023-02-09,-2.555,4.086
2023-02-10,-7.954,45.7784
2023-02-11,-3.289,25.8908
2023-02-12,-0.907,0.9742
2023-02-13,-0.889,0.143
2023-02-14,-4.704,0.3841
2023-02-15,-4.423,0.0
2023-02-16,-0.553,0.7398
2023-02-17,-3.391,3.6593
2023-02-18,-4.452,22.7534
2023-02-19,-8.421,1.333
2023-02-20,-4.531,44.9869
2023-02-21,-3.577,25.8947
2023-02-22,-4.085,2.0623
2023-02-23,-4.315,12.1296
2023-02-24,-6.929,3.5671
2023-02-25,-8.613,0.0504
2023-02-26,-9.37,0.0
2023-02-27,-5.846,0.0
2023-02-28,-5.105,0.0
2023-03-01,-7.694,0.0
2023-03-02,-8.739,0.0
2023-03-03,-6.176,0.0
2023-03-04,-7.216,2.1184
2023-03-05,-11.905,0.0561
2023-03-06,-12.597,0.0
2023-03-07,-17.671,0.0
2023-03-08,-21.016,0.0
2023-03-09,-14.15,1.4915
2023-03-10,-18.197,0.0169
2023-03-11,-14.781,0.3393
2023-03-12,-12.707,7.5825
2023-03-13,-9.77,2.9858
2023-03-14,-8.738,7.4139
2023-03-15,-9.838,2.0684
2023-03-16,-11.791,0.6591
2023-03-17,-7.482,6.2372
2023-03-18,-2.113,2.06
2023-03-19,-6.394,1.0303
2023-03-20,-0.741,2.1794
2023-03-21,-7.59,0.0
2023-03-22,-4.606,8.6823
2023-03-23,-2.24,7.9011
2023-03-24,-2.635,2.9998
