time,tg,rr
2023-01-01,-6.018,19.3242
2023-01-02,-9.47,0.3806
2023-01-03,-5.612,2.0073
2023-01-04,-4.848,2.2651
2023-01-05,-7.647,11.3388
2023-01-06,-7.813,6.7929
2023-01-07,-5.278,16.776
2023-01-08,0.087,12.2151
2023-01-09,-0.679,5.5193
2023-01-10,-2.036,12.7515
2023-01-11,-1.875,11.5406
2023-01-12,-1.622,21.133
2023-01-13,-3.123,5.3348
2023-01-14,-3.874,0.6315
2023-01-15,-5.836,5.3867
2023-01-16,-5.402,0.1296
2023-01-17,-6.726,8.7689
2023-01-18,-4.859,1.7884
2023-01-19,-8.816,0.1161
2023-01-20,-11.609,0.0
2023-01-21,-12.75,0.0
2023-01-22,-11.463,0.0
2023-01-23,-11.168,0.0
2023-01-24,-2.682,4.4858
2023-01-25,0.933,7.7142
2023-01-26,-1.196,6.3466
2023-01-27,-8.424,0.0
2023-01-28,-4.452,3.0599
2023-01-29,-2.016,10.7439
2023-01-30,-1.919,22.146
2023-01-31,-5.913,3.5096
2023-02-01,-3.745,46.1445
2023-02-02,-5.439,2.3753
2023-02-03,-7.465,42.0923
2023-02-04,-7.807,0.0113
2023-02-05,-6.008,11.7101
2023-02-06,-2.91,0.0
2023-02-07,-1.909,0.0506
2023-02-08,-0.64,5.0932
2023-02-09,-1.192,6.3179
2023-02-10,-5.601,31.7971
2023-02-11,-1.634,38.6515
2023-02-12,0.434,0.3676
2023-02-13,0.425,0.0126
2023-02-14,-2.575,0.0
2023-02-15,-4.728,0.0
2023-02-16,-0.602,3.974
2023-02-17,-1.485,15.9611
2023-02-18,-2.859,15.7699
2023-02-19,-6.239,0.406
2023-02-20,-2.074,53.7889
2023-02-21,-2.129,23.0464
2023-02-22,-2.144,0.612
2023-02-23,-2.627,13.8389
2023-02-24,-5.302,15.8737
2023-02-25,-7.707,0.0
2023-02-26,-10.274,0.0
2023-02-27,-7.706,0.0
2023-02-28,-5.095,0.0
2023-03-01,-5.117,0.0
2023-03-02,-6.864,0.0
2023-03-03,-6.05,0.0
2023-03-04,-5.254,0.8599
2023-03-05,-10.486,0.0
2023-03-06,-13.241,0.0
2023-03-07,-14.804,0.0018
2023-03-08,-16.175,0.0
2023-03-09,-12.359,8.1913
2023-03-10,-16.266,0.9112
2023-03-11,-14.158,0.8244
2023-03-12,-10.87,4.3918
2023-03-13,-7.623,5.4415
2023-03-14,-5.274,37.301
2023-03-15,-7.656,0.5641
2023-03-16,-9.481,0.0
2023-03-17,-4.979,25.2584
2023-03-18,-0.043,12.6424
2023-03-19,-0.24,0.5098
2023-03-20,0.337,6.1171
2023-03-21,-5.345,0.0021
2023-03-22,-2.275,17.692
2023-03-23,-0.554,9.5005
2023-03-24,-0.709,9.8717
2023-03-25,-1.431,11.9976
2023-03-26,-2.661,6.5242
2023-03-27,-9.147,3.7643
2023-03-28,-10.146,0.6247
2023-03-29,-7.595,7.6797
2023-03-30,-6.888,1.5882
2023-03-31,-5.305,9.673
2023-04-01,-6.638,0.0
2023-04-02,-8.28,0.0
2023-04-03,-6.292,0.0011
2023-04-04,-5.738,0.1132
2023-04-05,-5.108,0.0
2023-04-06,-4.483,0.0673
2023-04-07,-5.733,0.4929
2023-04-08,-4.78,0.0
2023-04-09,-1.232,0.0809
2023-04-10,-1.288,6.5207
2023-04-11,-0.705,7.228
2023-04-12,-0.595,5.6471
2023-04-13,-1.184,3.1925
2023-04-14,-0.369,7.6796
2023-04-15,-0.169,1.0722
2023-04-16,-0.042,17.78
2023-04-17,0.305,0.0
2023-04-18,0.428,0.0
2023-04-19,1.098,0.0
2023-04-20,2.448,0.0
2023-04-21,2.204,0.0
2023-04-22,3.214,0.0
2023-04-23,3.207,12.7383
2023-04-24,0.786,12.3963
2023-04-25,0.551,2.464
2023-04-26,-3.575,2.2886
2023-04-27,-4.375,2.5338
2023-04-28,-5.213,0.0721
2023-04-29,-2.875,0.5768
2023-04-30,-4.143,1.4686
2023-05-01,-2.878,23.0783
2023-05-02,-2.548,10.8942
2023-05-03,-2.217,0.8396
2023-05-04,-1.831,0.0
2023-05-05,-2.439,0.0
2023-05-06,-2.018,0.0
2023-05-07,-1.617,0.0
2023-05-08,1.301,0.0
2023-05-09,2.315,0.0111
2023-05-10,2.094,22.2914
2023-05-11,3.098,0.0011
2023-05-12,3.68,0.0023
2023-05-13,3.979,0.0
2023-05-14,4.387,0.0
2023-05-15,4.197,0.0
