time,tg,rr
2021-06-01,14.55,0.0
2021-06-02,14.002,0.0
2021-06-03,10.48,0.05
2021-06-04,10.141,0.0
2021-06-05,11.069,0.0
2021-06-06,12.73,1.39
2021-06-07,11.257,0.0
2021-06-08,11.641,0.0
2021-06-09,11.422,0.0
2021-06-10,10.851,0.0
2021-06-11,11.539,0.0
2021-06-12,9.235,7.2
2021-06-13,4.732,2.97
2021-06-14,7.797,1.88
2021-06-15,6.572,18.65
2021-06-16,5.281,0.76
2021-06-17,9.294,0.0
2021-06-18,12.514,8.87
2021-06-19,10.519,3.38
2021-06-20,8.928,12.39
2021-06-21,9.709,20.24
2021-06-22,9.006,0.0
2021-06-23,11.426,0.0
2021-06-24,11.867,0.0
2021-06-25,13.094,0.05
2021-06-26,13.876,0.5
2021-06-27,14.107,1.19
2021-06-28,12.398,0.0
2021-06-29,13.173,0.0
2021-06-30,14.725,0.06
2021-07-01,14.106,0.0
2021-07-02,14.018,0.0
2021-07-03,14.733,6.92
2021-07-04,14.193,13.17
2021-07-05,14.952,7.0
2021-07-06,13.522,11.88
2021-07-07,10.949,6.76
2021-07-08,10.041,4.44
2021-07-09,10.63,21.41
2021-07-10,11.247,4.7
2021-07-11,12.102,0.0
2021-07-12,9.998,0.0
2021-07-13,14.771,0.0
2021-07-14,15.986,0.01
2021-07-15,16.456,0.0
2021-07-16,14.315,0.0
2021-07-17,14.622,0.01
2021-07-18,10.867,1.95
2021-07-19,7.562,0.01
2021-07-20,10.236,0.0
2021-07-21,9.974,0.05
2021-07-22,13.365,0.0
2021-07-23,15.011,0.0
2021-07-24,16.757,0.0
2021-07-25,16.487,0.0
2021-07-26,16.422,0.06
2021-07-27,15.003,15.58
2021-07-28,13.256,47.32
2021-07-29,12.055,8.85
2021-07-30,10.709,19.71
2021-07-31,12.445,0.58
2021-08-01,10.092,0.32
2021-08-02,10.043,0.0
2021-08-03,8.253,0.0
2021-08-04,9.188,0.0
2021-08-05,11.11,0.0
2021-08-06,10.217,0.64
2021-08-07,11.619,3.72
2021-08-08,9.546,2.01
2021-08-09,11.058,0.05
2021-08-10,10.573,7.56
2021-08-11,10.89,0.0
2021-08-12,11.465,0.03
2021-08-13,11.568,1.28
2021-08-14,9.234,20.62
2021-08-15,7.715,14.62
2021-08-16,7.052,2.26
2021-08-17,9.477,0.0
2021-08-18,10.661,0.0
2021-08-19,7.473,0.04
2021-08-20,7.597,0.0
2021-08-21,7.019,0.05
2021-08-22,9.797,0.0
2021-08-23,10.874,0.04
2021-08-24,12.057,0.0
2021-08-25,12.913,0.08
2021-08-26,10.833,0.06
2021-08-27,10.842,0.0
2021-08-28,9.245,0.02
2021-08-29,11.266,0.0
2021-08-30,13.704,0.0
2021-08-31,13.574,0.0
2021-09-01,13.225,0.0
2021-09-02,12.96,0.0
2021-09-03,11.062,0.0
2021-09-04,9.052,0.0
2021-09-05,8.617,0.0
2021-09-06,9.606,0.1
2021-09-07,9.129,0.04
2021-09-08,11.67,1.49
2021-09-09,11.932,0.0
2021-09-10,13.575,0.0
2021-09-11,13.17,1.98
2021-09-12,11.81,14.71
2021-09-13,9.972,4.28
2021-09-14,8.19,0.0
2021-09-15,9.409,0.0
2021-09-16,8.531,2.53
2021-09-17,6.05,0.0
2021-09-18,4.977,0.0
2021-09-19,5.074,0.0
2021-09-20,4.277,0.0
2021-09-21,5.165,4.95
2021-09-22,6.29,1.09
2021-09-23,7.853,21.86
2021-09-24,3.565,15.09
2021-09-25,5.813,9.98
2021-09-26,5.868,0.01
2021-09-27,8.742,0.43
2021-09-28,8.452,21.3
2021-09-29,6.83,0.33
2021-09-30,6.752,5.11
2021-10-01,6.388,7.28
2021-10-02,6.241,7.82
2021-10-03,5.532,16.68
2021-10-04,6.337,8.19
2021-10-05,5.763,14.76
2021-10-06,6.311,0.04
2021-10-07,5.931,0.02
2021-10-08,6.844,0.01
2021-10-09,9.175,1.25
2021-10-10,7.23,1.14
2021-10-11,4.496,19.66
2021-10-12,0.802,0.06
2021-10-13,1.136,0.0
2021-10-14,2.568,3.98
2021-10-15,4.103,18.67
2021-10-16,1.234,6.51
2021-10-17,1.101,3.64
2021-10-18,-0.567,0.0
2021-10-19,0.235,7.93
2021-10-20,4.151,18.31
2021-10-21,3.735,13.37
2021-10-22,-1.538,2.12
2021-10-23,-0.894,0.64
2021-10-24,0.854,0.0
2021-10-25,3.979,7.03
2021-10-26,3.743,18.65
2021-10-27,3.315,33.12
2021-10-28,7.068,10.39
2021-10-29,7.105,14.68
2021-10-30,6.333,8.72
2021-10-31,4.981,9.86
2021-11-01,4.019,13.6
2021-11-02,3.419,29.2
2021-11-03,2.085,0.02
2021-11-04,1.01,0.02
2021-11-05,0.183,0.0
2021-11-06,1.471,27.05
2021-11-07,2.161,22.41
2021-11-08,0.832,0.56
2021-11-09,0.782,10.65
2021-11-10,3.693,6.36
2021-11-11,1.079,5.1
2021-11-12,-0.183,11.3
2021-11-13,0.012,0.22
2021-11-14,0.246,0.0
2021-11-15,-0.884,0.01
2021-11-16,1.727,0.69
2021-11-17,2.405,9.71
2021-11-18,-0.411,14.94
2021-11-19,3.82,24.6
2021-11-20,2.389,5.43
2021-11-21,-0.438,11.67
2021-11-22,-4.816,0.49
2021-11-23,-0.052,1.88
2021-11-24,1.763,3.05
2021-11-25,0.051,16.41
2021-11-26,-4.887,0.32
2021-11-27,-5.488,0.04
2021-11-28,-6.45,0.03
2021-11-29,-8.596,0.0
2021-11-30,-8.045,6.96
2021-12-01,-8.103,0.02
2021-12-02,-9.724,0.0
2021-12-03,-8.301,0.0
2021-12-04,-8.585,3.14
2021-12-05,-8.734,0.24
2021-12-06,-11.19,0.0
2021-12-07,-10.215,1.19
2021-12-08,-7.885,0.48
2021-12-09,-6.834,0.9
2021-12-10,-5.039,0.25
2021-12-11,-5.408,0.04
2021-12-12,-4.919,5.0
2021-12-13,-2.536,1.23
2021-12-14,-0.172,12.87
2021-12-15,0.673,24.96
2021-12-16,2.141,8.59
2021-12-17,1.031,0.54
2021-12-18,2.667,0.75
2021-12-19,1.691,0.01
2021-12-20,-4.17,0.0
2021-12-21,-7.157,0.0
2021-12-22,-6.465,0.0
2021-12-23,-5.934,1.9
2021-12-24,-6.88,0.89
2021-12-25,-12.192,0.0
2021-12-26,-10.639,0.0
2021-12-27,-10.059,0.0
2021-12-28,-8.765,5.93
2021-12-29,-6.451,0.0
2021-12-30,-4.993,10.71
2021-12-31,2.169,36.67
